example_id,batch,split,text,annotator1_t1_label,annotator2_t1_label,annotator3_t1_label,annotator1_t2_label,annotator2_t2_label,annotator3_t2_label,label
36,evaluation,train,"In 1948, the Arabs did a civil war to try to expel the Israelis and it didn't work, and then Israel declared independence in 1948, and then after, during the ongoing Civil War, all of the surrounding states decided to declare war to try to push the Israelis out.","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,3,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
37,evaluation,train,The Palestinians are locked in the same cycle because they've been abandoned by everybody,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",2,2,1,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
38,evaluation,train,"If you are using this to justify the belief that Palestine are the good side, you have to ignore a lot of the bad, not just from Hamas, but from Palestinian Authority. In June 2011, the Independent Commission for Human Rights published a report that found that Palestinians in the West Bank and the Gaza Strip were subjected in 2010 to an ""almost systematic campaign"" of human rights abuse by the Palestinian Authority and Hamas, as well as by Israeli authorities, with the security forces of the PA and Hamas being responsible for torture, arrests and arbitrary detentions.
","[0, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",4,4,4,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]"
39,evaluation,train,"if there weren’t so many explosives underground that Hamas is hiding underneath its civilians homes, this image would not have been as heartbreaking. So you’re welcome, we are fighting this war for them and for YOU too and for the rest of the world. HAMAS IS ISIS Oh, and not one word about over 100 trucks full of aid and food that are entering each day. Must have slipped your social-media education","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,3,2,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
40,evaluation,train,"Both sides are willing to cycle through periods of violence because they think that it's going to benefit them, but historically it just has happened to benefit Israel","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,3,2,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
41,evaluation,train,"Fked up when they said move south
everyone...then bomb them in the south..Lost my
support then...Should of been only troops on the
ground in the southern section.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,4,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
42,evaluation,train,"It took two nuclear bombs and hundred of
thousands dead to win over japanese army. It
saved millions of lives moving forward. It will take
thousands of lives to win over Hamas and save
millions in the future. That is the cost.","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",3,2,3,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
43,evaluation,train,"""Is Israel occupying the Palestinians? Yes. Have they been doing it for over 50 years? Yes. Is that brutal oppression? Yes.","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,2,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
44,evaluation,train,"Israel is no better than N. Korea. It's just got a
""made in America"" label on it.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1,2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
45,evaluation,train,"in not-so-many years from now, when Radical Islam will probably rule your country and major parts of Europe, when YOUR kids probably won't be safe in their own beds, like ours, you will go back to this post and understand this was only the beginning. And maybe, just maybe, wished you picked the other side in a conflict you pretend to understand. Maybe, just maybe, wished you would've stand by the right side of history","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",2,1,4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
46,evaluation,train,"""Is Israel occupying the Palestinians? Yes. Have they been doing it for over 50 years? Yes. Is that brutal oppression? Yes.","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
47,evaluation,train,"Even though Israel withdrew Israeli settlers from Gaza in 2005, it retained effective control over the territory, which it tightened further through an unlawful air, sea and land blockade, and an official policy separating Gaza from the West Bank, following Hamas’ takeover of the territory two years later. As a result, the entirety of the West Bank and Gaza Strip remains under Israeli military occupation, with Israel controlling the Palestinian population living there, their natural resources and, with the exception of Gaza’s short southern border with Egypt, their land and sea borders and airspace. (Amnesty International)","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",3,3,3,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
48,evaluation,train,Nobody is innocent there! They’ve proven to the world how “innocent” they are. We not gonna stop till our people get back home! 🇮🇱,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,2,2,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
49,evaluation,train,"i've been skeptical of both sides. but was leaning more towards the palestinian side as i recall hearing about several young people on the birthright israel state funded trip chose to leave it in favor of supporting local palestinians and seeking the truth of occupied palestine, not israeli propaganda. and definitely not extremist propaganda","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
50,evaluation,train,"Israel has consistently been reluctant to participate in international investigations, which complicates the verification of their claims","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",3,1,2,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
51,evaluation,train,"Out of curiosity, are you familiar with Israel's behavior during the great march or return rallies in 2019? Because of all things that was the one that caused me to lean entirely in the favor of palestinians._x000D_
_x000D_
If you aren't I really recommend looking up the details. Israel killed 180 people, shot 6,000 more with live ammunition, and injured yet thousands more with less-than-lethal weaponry. Most of the shooting was conducted by snipers intentionally aiming to cripple with things like leg shots._x000D_
_x000D_
This was at a protest. In Gaza. Literally the IDF sitting on the other side of a wall and shooting men, women and children with live ammunition for getting to close to the border wall._x000D_
_x000D_
The country that does that has no moral high ground.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",4,4,3,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
52,evaluation,train,"Acquiring land by force is generally considered illegal, as supported by UN Resolution 242","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",2,2,2,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
53,evaluation,train,"Forcing whole countries to embrace your religion or be beheaded or enslaved or raped is also Imperialist Genocide. FACT. It’s wiping out entire groups of people (infidels), its displacement (causing refugees), its destruction of cultural artifacts (you know like bombing statutes of Buddha) etc etc etc. It’s downright Laughable for one if not The worst Expansionist Murderous Raping religious supremacists out there to be crying genocide. Look in the damn mirror. Biggest bunch of Imperialist Colonialist Expansionists out there. And it’s laughable how leftists enable and protect such even at the point they deny and neglect their own labor groups being annihilated by these extremists. Never ceases to amaze me how the world’s biggest Imperialist Raping CULT points fingers at others crying foul. Give me a break. Time truth tellers get some courage and stand opposed to these liars. Oh and to clarify I’m not talking about Judaism or Christianity. I’m referring to that other fascist supremacist Cult. Genocide? Every damn country they took over they did so by rampant Genocides of entire Cultures, Peoples etc etc. facts. Period.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3,3,3,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
54,evaluation,train,"I went the other way. Why have we never seen a story about like this until now, you have to ask yourself? It's been a decades old war ... why now? Israel has been protected .. like in many, many ways. But that protection faltered recently and now you're seeing the impact. Israel has been doing this to Palestinians for the last 50 years .. this and worse. But here in America you never see it. Ask yourself .. is it commensurate response to level 40 story buildings , like 2 or 5 of them, with people in them? Based on a terrorist attack? It's really an interesting question? If someone harms me .. or a loved one, am I allowed to burn down my aggressors house, with his family still in it - in the name of justice?","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,4,4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
55,evaluation,train,"Let’s step back a little here.

In the mid 1990’s, the Israelis offered Palestinians 90-something percent of Gaza & the West Bank to arrive at two state solution.

Arafat refused, digging his heels in a demanded Israel give up its territorial integrity by demanding Israeli citizenship for millions of Palestinians in the so called right of return, which is an obvious non starter.

With Palestine unwilling to make steps towards two state, Israel did something rather interesting: it decided to simply unilaterally run a test of two different approaches: giving Palestine total control and their own state (Gaza), and a slow integration into one state (WB).

In the two decades that followed, Gaza continued to radicalize and spent its resources building tunnels and shooting rockets at Israel. Israel mostly ignored, opting to blockade and search incoming ships for weapons and surgically strike rocket sites but otherwise hoped that it would fade.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",5,2,4,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
56,evaluation,train,"The Jews are like, okay fine we accept and the Arabs are like no.","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,2,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
57,evaluation,train,"If you're talking about the borders of Israel and the borders of a cancer growing in the body, you would say that cancer has steadily grown.""
","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",3,1,2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
58,evaluation,train,"Before October 7th, the number of Palestinians behind Israeli bars was 5,200, including 170 children. 1,200 of them are administrative detainees, which means they are held indefinitely, with no trial nor charge (AKA ""kidnapping""). Within the past 2 weeks, Israel kidnapped another 1,500 Palestinians and threw them in Israeli jails. We may assume that Hamas took Israelis as prisoners to exchange them for the Palestinian prisoners.","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",2,4,4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
59,evaluation,train,"The narrative pushed by Israel suggests a strategy to undermine and discredit international bodies like UNRWA, especially around significant dates or investigations","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,3,1,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
